"","Year","Seed1","Score1","Team1","Team2","Score2","Seed2","W1","L1","Pts1","Opp1","MOV1","SOS1","OSRS1","DSRS1","SRS1","W2","L2","Pts2","Opp2","MOV2","SOS2","OSRS2","DSRS2","SRS2","Upset","WP1","WP2","upsetMOV","seedDiff"
"909",2017,7,85,"St Marys","VCU",77,10,29,5,72,57.5,14.56,2.19,1.09,15.66,16.75,26,9,74.7,66.9,7.8,3.77,5.67,5.9,11.57,0,0.85,0.74,-8,3
"910",2017,1,100,"Kansas","UC Davis",62,16,31,5,83.2,71.9,11.31,12.23,16.58,6.95,23.53,23,13,70.1,69.6,0.53,-4.68,-4.89,-0.32,-5.21,0,0.86,0.64,-38,15
"911",2017,2,78,"Louisville","Jacksonville St",63,15,25,9,77.3,66,11.32,11.15,10.35,12.13,22.47,20,15,69.5,67.9,1.6,-3.24,-5.6,2.75,-2.85,0,0.74,0.57,-15,13
"912",2017,3,93,"Oregon","Iona",77,14,33,6,78.9,65.8,13.1,8.38,9.52,11.29,20.8,22,13,80.4,76.8,3.54,-2.47,5.95,-4.87,1.08,0,0.85,0.63,-16,11
"913",2017,4,80,"Purdue","Vermont",70,13,27,8,79.7,68.4,11.34,8.79,11.54,8.59,20.13,29,6,73.5,62.1,11.34,-3.27,-0.77,7.44,6.67,0,0.77,0.83,-10,9
"914",2017,5,84,"Iowa St","Nevada",73,12,24,11,80.8,72.3,8.57,11.94,12.54,7.97,20.51,28,7,79.8,71.3,8.46,2.03,8.93,1.56,10.49,0,0.69,0.8,-11,7
"915",2017,6,72,"Creighton","Rhode Island",84,11,25,10,81.8,72.8,9,8.95,12.76,4.51,17.27,25,10,73.6,65.4,8.26,4.62,3.78,9.1,12.88,1,0.71,0.71,12,5
"916",2017,7,92,"Michigan","Oklahoma St",91,10,26,12,75,66.4,8.63,10.17,7.68,11.13,18.8,20,13,85.7,78.5,7.24,12.22,19.23,-0.04,19.19,0,0.68,0.61,-1,3
"917",2017,1,103,"North Carolina","Texas Southern",64,16,33,7,84.4,70.6,13.83,11.76,16.92,7.91,24.84,23,12,74.1,72.7,1.4,-7.81,-1.82,-4.6,-6.41,0,0.82,0.66,-39,15
"918",2017,2,79,"Kentucky","Northern Kentucky",70,15,32,6,84.9,71.5,13.39,10.49,16.92,6.96,23.88,24,11,76,71.6,4.34,-2.84,-0.49,0.32,-0.17,0,0.84,0.69,-9,13
"919",2017,3,97,"UCLA","Kent St",80,14,31,5,89.8,75.5,14.28,6.39,20.52,0.15,20.67,22,14,77,73,4,-1.63,1.29,-0.4,0.88,0,0.86,0.61,-17,11
"920",2017,4,76,"Butler","Winthrop",64,13,25,9,76.3,68.9,7.47,10.23,8.45,9.25,17.7,26,7,79.2,70.4,8.88,-6.12,4.5,-3.16,1.34,0,0.74,0.79,-12,9
"921",2017,5,72,"Minnesota","Middle Tennessee St",81,12,24,10,75.2,69.4,5.74,8.82,7.61,6.95,14.56,31,5,74.9,63.9,11.06,-0.48,0.5,9.3,9.8,1,0.71,0.86,9,7
"922",2017,6,75,"Cincinnati","Kansas St",61,11,30,6,74.3,61.3,12.94,5.49,4.5,13.94,18.43,21,14,72.1,67.8,4.31,10.48,4.38,10.42,14.8,0,0.83,0.6,-14,5
"923",2017,7,58,"Dayton","Wichita St",64,10,24,8,75.9,66.4,9.44,4.27,5.8,7.18,12.98,31,5,81,62.4,18.61,2.96,10.67,10.57,21.24,1,0.75,0.86,6,3
"924",2018,1,54,"Virginia","UMBC",74,16,31,3,67.1,54,13.15,9.05,-1.75,23.95,22.2,25,11,73.1,68.5,4.56,-3.84,-2.3,0.28,-2.02,1,0.91,0.69,20,15
"925",2018,2,68,"Cincinnati","Georgia St",53,15,31,5,74.3,57.5,16.72,3.53,3.05,17.2,20.25,24,11,74.7,67.3,7.37,-2.78,0.04,3.18,3.22,0,0.86,0.69,-15,13
"926",2018,3,73,"Tennessee","Wright St",47,14,26,9,73.8,65.7,8.09,10.12,5.78,12.42,18.2,25,10,71.4,65.9,5.51,-3.64,-4.33,4.91,0.58,0,0.74,0.71,-26,11
"927",2018,4,68,"Arizona","Buffalo",89,13,27,8,80.5,71.7,8.83,6.84,10.25,5.42,15.67,27,9,84.6,76.2,8.47,0.25,11.64,-3.66,7.99,1,0.77,0.75,21,9
"928",2018,5,78,"Kentucky","Davidson",73,12,26,11,76.8,70.2,6.51,10.73,9.26,7.98,17.24,21,12,76.3,67.9,8.45,2.57,5.42,5.61,11.02,0,0.7,0.64,-5,7
"929",2018,6,62,"Miami","Loyola Chicago",64,11,22,10,73.8,67.9,5.88,6.96,4.56,8.27,12.83,32,6,71.6,62.6,9.05,1.8,0.65,9.72,10.37,1,0.69,0.84,2,5
"930",2018,7,87,"Nevada","Texas",83,10,29,8,82.6,73.1,9.51,4.93,12.64,1.8,14.44,19,15,72.1,68.8,3.29,10.67,3.68,10.28,13.96,0,0.78,0.56,-4,3
"931",2018,1,102,"Xavier","Texas Southern",83,16,29,6,84.4,74.7,9.63,9.43,15.18,3.88,19.06,16,20,77.4,79.4,-2,-5.53,2.19,-9.71,-7.53,0,0.83,0.44,-19,15
"932",2018,2,84,"North Carolina","Lipscomb",66,15,26,11,81.6,73.3,8.3,11.78,15.41,4.66,20.07,23,10,82.1,77.7,4.36,-3.8,4.74,-6.84,-2.1,0,0.7,0.7,-18,13
"933",2018,3,61,"Michigan","Montana",47,14,33,8,73.6,63.3,10.32,9.41,4.22,14.81,19.03,26,8,77.2,68.5,8.71,-2.24,2.31,3.97,6.29,0,0.8,0.76,-14,11
"934",2018,4,68,"Gonzaga","UNC Greensboro",64,13,32,5,83.5,67.7,15.84,2.6,12.4,6.04,18.44,27,8,73.2,62.5,10.66,-3.87,-3.77,8.3,4.54,0,0.86,0.77,-4,9
"935",2018,5,81,"Ohio St","South Dakota St",73,12,25,9,76.2,67.6,8.65,9.02,7.67,10,17.67,28,7,84.5,74.3,10.26,-0.38,8.68,-1.84,6.84,0,0.74,0.8,-8,7
"936",2018,6,67,"Houston","San Diego St",65,11,27,8,76.7,64.9,11.83,4.16,7.34,8.65,15.99,22,11,77.1,67.9,9.24,3.91,4.84,7.39,12.23,0,0.77,0.67,-2,5
"937",2018,7,73,"Texas A&M","Providence",69,10,22,13,75.2,70.5,4.69,10.62,6.36,8.95,15.3,21,14,73.6,72.7,0.89,10.23,3.47,7.65,11.12,0,0.63,0.6,-4,3
"938",2018,1,87,"Villanova","Radford",61,16,36,4,86.6,70.2,16.4,10.24,17.8,8.84,26.64,23,13,67.3,64.9,2.39,-4.09,-7.39,4.78,-2.62,0,0.9,0.64,-26,15
"939",2018,2,74,"Purdue","Cal St Fullerton",48,15,30,7,80.4,65.7,14.68,8.74,12.91,10.5,23.41,20,12,72.4,70.2,2.28,-1.03,-0.27,-0.66,-0.93,0,0.81,0.62,-26,13
"940",2018,3,70,"Texas Tech","Stephen F Austin",60,14,27,10,74.6,64.8,9.78,9.6,5.29,14.09,19.38,28,7,80.5,68.2,12.37,-6.47,1.51,1.16,2.66,0,0.73,0.8,-10,11
"941",2018,4,75,"Wichita St","Marshall",81,13,25,8,82.8,71.6,11.12,5.46,12.81,3.77,16.58,25,11,83.8,79.1,4.67,0.44,10.29,-6.08,4.21,1,0.76,0.69,6,9
"942",2018,5,85,"West Virginia","Murray St",68,12,26,11,80.1,69.6,10.51,9.38,12.47,7.42,19.89,26,6,78.6,66.2,12.44,-3.53,2.89,3.99,6.87,0,0.7,0.81,-17,7
"943",2018,6,77,"Florida","St Bonaventure",62,11,21,13,75.8,69.2,6.59,10.08,8.15,8.52,16.66,26,8,77.1,70.8,6.26,2.61,5.9,2.97,8.87,0,0.62,0.76,-15,5
"944",2018,7,62,"Arkansas","Butler",79,10,23,12,80.5,75.6,4.91,9.85,11.86,2.91,14.76,21,14,78.9,72.6,6.37,10.55,9.68,7.24,16.92,1,0.66,0.6,17,3
"945",2018,1,76,"Kansas","Pennsylvania",60,16,31,8,81.4,71.9,9.51,11.88,13.58,7.81,21.39,24,9,75.9,68.9,7.03,-3.16,0.03,2.22,2.24,0,0.79,0.73,-16,15
"946",2018,2,89,"Duke","Iona",67,15,29,8,84.4,69.6,14.73,9.7,16.41,8.02,24.43,20,14,79.5,76.5,2.94,-2.19,5.7,-4.95,0.75,0,0.78,0.59,-22,13
"947",2018,3,82,"Michigan St","Bucknell",78,14,30,5,80.2,64.9,15.31,7.1,10.72,11.69,22.41,25,10,81.1,73.1,7.94,-3.46,6.85,-2.36,4.49,0,0.86,0.71,-4,11
"948",2018,4,62,"Auburn","College of Charleston",58,13,26,8,81.9,73.2,8.68,7.29,12.84,3.13,15.97,26,8,74.6,68.6,6.03,-3.29,-1.6,3.43,1.83,0,0.76,0.76,-4,9
"949",2018,5,79,"Clemson","New Mexico St",68,12,25,10,73.8,65.9,7.91,9.25,4.91,12.25,17.16,28,6,75.6,64.2,11.44,-1.1,1.87,7.19,9.06,0,0.71,0.82,-11,7
"950",2018,6,52,"TCU","Syracuse",57,11,21,12,82.1,75.4,6.7,9.68,13.36,3.02,16.38,23,14,66.6,63.8,2.86,10.02,-2.38,15.26,12.89,1,0.64,0.62,5,5
"951",2018,7,83,"Rhode Island","Oklahoma",78,10,26,8,76,68.8,7.21,4.61,4.97,6.84,11.81,18,14,84.9,81.7,3.25,10.56,17.15,-3.34,13.81,0,0.76,0.56,-5,3
"952",2019,1,85,"Duke","North Dakota St",62,16,32,6,82.7,67.8,14.92,11.98,17.48,9.41,26.9,19,16,73,72.6,0.43,-2.07,-1.85,-2.16,-4.01,0,0.84,0.54,-23,15
"953",2019,2,76,"Michigan St","Bradley",65,15,32,7,77.6,65,12.59,12.34,12.94,11.99,24.93,20,15,66.5,65.3,1.26,-0.9,-4.59,4.52,-0.08,0,0.82,0.57,-11,13
"954",2019,3,79,"LSU","Yale",74,14,28,7,80.4,73.1,7.34,9.16,13.87,2.63,16.5,22,8,80.9,73.4,7.5,-1.24,7.97,-2.44,5.52,0,0.8,0.73,-5,11
"955",2019,4,66,"Virginia Tech","St Louis",52,13,26,9,73.5,62.1,11.49,7.79,6.5,12.79,19.28,23,13,66.6,63.8,2.83,2.23,-3.11,8.17,5.06,0,0.74,0.64,-14,9
"956",2019,5,76,"Mississippi St","Liberty",80,12,23,11,77.3,70.4,6.88,9.07,10.03,5.93,15.96,29,7,73.7,61.4,12.36,-3.88,-3.23,8.5,5.27,1,0.68,0.81,4,7
"957",2019,6,79,"Maryland","Belmont",77,11,23,11,71.4,65.5,5.91,10.09,5.58,10.43,16.01,27,6,86.9,73.9,13,-2.6,11.35,-2.23,9.12,0,0.68,0.82,-2,5
"958",2019,7,76,"Louisville","Minnesota",86,10,20,14,74.6,68.4,6.24,11.04,8.4,8.88,17.28,22,14,70.6,69.4,1.25,11.27,5.5,7.02,12.52,1,0.59,0.61,10,3
"959",2019,1,87,"Gonzaga","Fairleigh Dickinson",49,16,33,4,87.6,64.9,22.78,5.01,18.57,9.22,27.79,21,14,74.9,71.9,3,-7.24,-0.7,-5.39,-6.09,0,0.89,0.6,-38,15
"960",2019,2,74,"Michigan","Montana",55,15,30,7,69.6,58.3,11.27,10.55,4.23,17.6,21.82,26,9,76.1,68.5,7.66,-5.05,0.45,1.05,1.5,0,0.81,0.74,-19,13
"961",2019,3,72,"Texas Tech","Northern Kentucky",57,14,31,7,72.8,59.5,13.26,9.53,5.95,16.84,22.79,26,9,78.5,68.9,9.63,-2.39,3.55,1.11,4.67,0,0.82,0.74,-15,11
"962",2019,4,76,"Florida St","Vermont",69,13,29,8,74.9,67.2,7.73,10.26,8.69,9.31,17.99,27,7,73.8,63,10.74,-4.18,-0.37,5.25,4.88,0,0.78,0.79,-7,9
"963",2019,5,64,"Marquette","Murray St",83,12,24,10,77.3,69.5,7.82,6.96,8.5,6.28,14.78,28,5,82.6,68.3,14.3,-3.11,6.13,2.83,8.96,1,0.71,0.85,19,7
"964",2019,6,91,"Buffalo","Arizona St",74,11,32,4,84.4,70.8,13.53,2.62,14.35,1.22,15.56,23,11,77.6,73.4,4.24,6.04,8.06,2.22,10.28,0,0.89,0.68,-17,5
"965",2019,7,61,"Nevada","Florida",70,10,29,5,80.1,66.8,13.32,2.68,9.4,6.61,16,20,16,67.8,63.6,4.19,11.22,0.81,14.61,15.42,1,0.85,0.56,9,3
"966",2019,1,71,"Virginia","Gardner Webb",56,16,35,3,71.4,56.1,15.32,10.15,5.08,20.38,25.46,23,12,77.7,70.5,7.14,-4.43,1.19,-3.8,-2.61,0,0.92,0.66,-15,15
"967",2019,2,77,"Tennessee","Colgate",70,15,31,6,82,69.7,12.3,10.16,14.69,6.86,21.55,24,11,75.7,70.2,5.43,-3.83,1.82,-0.59,1.23,0,0.84,0.69,-7,13
"968",2019,3,61,"Purdue","Old Dominion",48,14,26,10,76.7,67.3,9.42,11.99,12.29,9.11,21.4,26,9,65.7,60.8,4.91,-1.18,-5.84,9.58,3.74,0,0.72,0.74,-13,11
"969",2019,4,64,"Kansas St","UC Irvine",70,13,25,9,65.8,59.6,6.21,9.18,-1.44,16.82,15.39,31,6,72.3,63.6,8.7,-2.3,-0.3,6,5.7,1,0.74,0.84,6,9
"970",2019,5,54,"Wisconsin","Oregon",72,12,23,11,68.6,61.7,6.88,11.01,2.77,15.13,17.9,25,13,70,62.2,7.82,6.13,0.68,13.27,13.95,1,0.68,0.66,18,7
"971",2019,6,61,"Villanova","St Marys",57,11,26,10,73.7,67.4,6.36,7.97,5.02,9.31,14.33,22,12,72.4,64.3,8.18,4.4,2.16,10.42,12.58,0,0.72,0.65,-4,5
"972",2019,7,72,"Cincinnati","Iowa",79,10,28,7,71.7,62.7,9.03,5.5,2.64,11.9,14.53,23,12,78.3,73.9,4.43,9.84,12.59,1.67,14.27,1,0.8,0.66,7,3
"973",2019,1,88,"North Carolina","Iona",73,16,29,7,85.8,73.2,12.58,11.35,19.81,4.12,23.94,17,16,76.7,76,0.73,-5.5,2.92,-7.69,-4.78,0,0.81,0.52,-15,15
"974",2019,2,79,"Kentucky","Abilene Christian",44,15,30,7,75.8,64.7,11.14,10.29,8.31,13.12,21.43,27,7,73.6,63.6,10.03,-7.34,-4.14,2.24,-1.91,0,0.81,0.79,-35,13
"975",2019,3,84,"Houston","Georgia St",55,14,33,4,75.3,61,14.3,4.61,6.31,12.6,18.91,24,10,76.4,73.3,3.15,0.65,3.57,-1.13,2.44,0,0.89,0.71,-29,11
"976",2019,4,87,"Kansas","Northeastern",53,13,26,10,75.7,70.1,5.56,12.79,10.88,7.47,18.35,23,11,75.4,70.8,4.65,-0.7,2.73,1.22,3.95,0,0.72,0.68,-34,9
"977",2019,5,78,"Auburn","New Mexico St",77,12,30,10,79.7,68.8,10.95,10.92,13.12,7.72,20.84,30,5,78.1,64.5,13.57,-2.38,3.91,6.14,10.05,0,0.75,0.86,-1,7
"978",2019,6,59,"Iowa St","Ohio St",62,11,23,12,76.9,68.1,8.77,9.3,10.5,7.57,18.07,20,15,69.1,66.2,2.89,11,2.84,11.04,13.89,1,0.66,0.57,3,5
"979",2019,7,84,"Wofford","Seton Hall",68,10,30,5,82.3,65.6,16.69,0.8,7.67,6.26,13.92,20,14,73.8,71.9,1.91,8.34,5.79,4.46,10.25,0,0.86,0.59,-16,3
